"License Number","License Type","Legal Business Name","Type of License","Date","Expires On","Status","City - County",
"TAL18-0008838","Temporary Cannabis Cultivation License","Happy Green Farms","Small Mixed-Light Tier 1","12/31/2018","04/30/2019","Active","Willits - Mendocino County",
"TAL18-0008784","Temporary Cannabis Cultivation License","HET 15 LLC","Small Mixed-Light Tier 1","12/31/2018","04/30/2019","Active","Unincorporated - Humboldt County",
"TAL18-0008783","Temporary Cannabis Cultivation License","H.E.T. 15 LLC","Small Mixed-Light Tier 1","12/31/2018","04/30/2019","Active","Unincorporated - Humboldt County",
"TAL18-0010481","Temporary Cannabis Cultivation License","Herbanized","Medium Indoor","12/31/2018","04/30/2019","Active","Desert Hot Springs - Riverside County",
"TAL18-0010333","Temporary Cannabis Cultivation License","VG Enterprise LLC","Small Mixed-Light Tier 2","12/31/2018","04/30/2019","Active","California City - Kern County",
"TAL18-0008745","Temporary Cannabis Cultivation License","Old Mill Organics LLC","Small Mixed-Light Tier 1","12/31/2018","04/30/2019","Active","Unincorporated - Trinity County",
"TML18-0008672","Temporary Cannabis Cultivation License","Koala Farms Incorporated","Specialty Indoor","12/31/2018","04/30/2019","Active","Adelanto - San Bernardino County",
"TML18-0008340","Temporary Cannabis Cultivation License","Rasberry Fields","Specialty Cottage Mixed-Light Tier 1","12/31/2018","04/30/2019","Active","Ukiah - Mendocino County",
"TML18-0010307","Temporary Cannabis Cultivation License","White Light Farms","Small Outdoor","12/31/2018","04/30/2019","Active","Goleta - Santa Barbara County",
"TML18-0010305","Temporary Cannabis Cultivation License","White Light Farms","Small Outdoor","12/31/2018","04/30/2019","Active","Goleta - Santa Barbara County",
"TML18-0010114","Temporary Cannabis Cultivation License","White Light Farms","Small Outdoor","12/31/2018","04/30/2019","Active","Goleta - Santa Barbara County",
"TML18-0014755","Temporary Cannabis Cultivation License","Alexis Dunn","Small Mixed-Light Tier 1","12/31/2018","04/30/2019","Active","Unincorporated - Mendocino County",
"TML18-0010109","Temporary Cannabis Cultivation License","White Light Farms","Small Outdoor","12/31/2018","04/30/2019","Active","Goleta - Santa Barbara County",
"TAL18-0008599","Temporary Cannabis Cultivation License","Briggs Ranch, LLC","Small Mixed-Light Tier 2","12/31/2018","04/30/2019","Active","Unincorporated - Mendocino County",
"TAL18-0008584","Temporary Cannabis Cultivation License","Old Mill Organics LLC","Small Mixed-Light Tier 1","12/31/2018","04/30/2019","Active","Unincorporated - Trinity County",
"TAL18-0008561","Temporary Cannabis Cultivation License","Tou XIong","Small Outdoor","12/31/2018","04/30/2019","Active","Unincorporated - Trinity County",
"TAL18-0010091","Temporary Cannabis Cultivation License","VG Enterprise LLC","Small Mixed-Light Tier 2","12/31/2018","04/30/2019","Active","California City - Kern County",
"TAL18-0010079","Temporary Cannabis Cultivation License","VG Enterprise LLC","Small Mixed-Light Tier 2","12/31/2018","04/30/2019","Active","Kern County",
"TAL18-0008482","Temporary Cannabis Cultivation License","Wilding Woman, Inc dba Valhalla Gardens","Specialty Mixed-Light Tier 1","12/31/2018","07/30/2019","Active","Unincorporated - Mendocino County",
"TML18-0010071","Temporary Cannabis Cultivation License","Diamond Back Genetics","Small Mixed-Light Tier 2","12/31/2018","04/30/2019","Active","Unincorporated - Yolo County",
"TAL18-0010067","Temporary Cannabis Cultivation License","VG Enterprise LLC","Small Mixed-Light Tier 2","12/31/2018","04/30/2019","Active","California City - Kern County",
"TAL18-0010042","Temporary Cannabis Cultivation License","VG Enterprice, LLC","Small Mixed-Light Tier 2","12/31/2018","04/30/2019","Active","California City - Kern County",
"TAL18-0008168","Temporary Cannabis Cultivation License","DKT Holding Group, LLC","Small Mixed-Light Tier 1","12/31/2018","04/30/2019","Active","Fortuna - Humboldt County",
"TAL18-0008165","Temporary Cannabis Cultivation License","Ridgeline Enterprises","Specialty Mixed-Light Tier 1","12/31/2018","04/30/2019","Active","Point Arena - Mendocino County",
"TML18-0008092","Temporary Cannabis Cultivation License","Dionysus Management Company, LLC","Medium Outdoor","12/31/2018","07/29/2019","Active","Lompoc - Santa Barbara County",
"TAL18-0008008","Temporary Cannabis Cultivation License","Blue Rock Gardens","Specialty Outdoor","12/31/2018","04/30/2019","Active","Unincorporated - Humboldt County",
"TML18-0007871","Temporary Cannabis Cultivation License","LIVEADE WELLNESS","Specialty Indoor","12/31/2018","04/30/2019","Active","Sacramento - Sacramento County",
"TAL18-0007855","Temporary Cannabis Cultivation License","Castle Ridge Llc","Small Mixed-Light Tier 2","12/31/2018","04/30/2019","Active","Eureka - Humboldt County",
"TAL18-0007854","Temporary Cannabis Cultivation License","Castle Ridge Llc","Small Mixed-Light Tier 1","12/31/2018","04/30/2019","Active","Eureka - Humboldt County",
"TML18-0007598","Temporary Cannabis Cultivation License","Kokua Farm","Specialty Cottage Outdoor","12/31/2018","04/30/2019","Active","Unincorporated - Humboldt County",
"TAL18-0007597","Temporary Cannabis Cultivation License","Kokua Farm LLC","Specialty Outdoor","12/31/2018","04/30/2019","Active","Unincorporated - Humboldt County",
"TAL18-0006704","Temporary Cannabis Cultivation License","CALIFORNIA CLEAN CANNABIS (DBA) CAPAY VALLEY CANNABIS GROWERS","Small Outdoor","12/31/2018","04/30/2019","Active","Unincorporated - Yolo County",
"TML18-0016915","Temporary Cannabis Cultivation License","White Light Farms","Medium Outdoor","12/31/2018","04/30/2019","Active","Goleta - Santa Barbara County",
"TAL18-0015581","Temporary Cannabis Cultivation License","Focused Health, LLC","Medium Indoor","12/31/2018","04/30/2019","Active","San Diego - San Diego County",
"TML18-0017489","Temporary Cannabis Cultivation License","Dionysus Management Company","Nursery","12/31/2018","04/30/2019","Active","Unincorporated - Santa Barbara County",
"TML18-0017488","Temporary Cannabis Cultivation License","Dionysus Management Company","Nursery","12/31/2018","04/30/2019","Active","Unincorporated - Santa Barbara County",
"TAL18-0017431","Temporary Cannabis Cultivation License","360 Espinosa Road II, LLC","Processor","12/31/2018","04/30/2019","Active","Salinas - Monterey County",
"TAL18-0017212","Temporary Cannabis Cultivation License","Alpenglow Farms, Inc","Small Outdoor","12/31/2018","07/29/2019","Active","Unincorporated - Humboldt County",
"TAL18-0015511","Temporary Cannabis Cultivation License","Rebecca Lopez","Small Indoor","12/31/2018","04/30/2019","Active","Los Angeles - Los Angeles County",
"TML18-0015407","Temporary Cannabis Cultivation License","CB Collective Inc.","Medium Outdoor","12/31/2018","04/30/2019","Active","Paso Robles - San Luis Obispo County",
"TAL18-0014587","Temporary Cannabis Cultivation License","Fire Cut LLC","Small Indoor","12/31/2018","04/30/2019","Active","Monterey - Monterey County",
"TAL18-0014544","Temporary Cannabis Cultivation License","Fire Cut LLC","Small Indoor","12/31/2018","04/30/2019","Active","Monterey - Monterey County",
"TML18-0014041","Temporary Cannabis Cultivation License","Forest Fairy Farms","Specialty Outdoor","12/31/2018","07/29/2019","Active","Unincorporated - Humboldt County",
"TAL18-0013641","Temporary Cannabis Cultivation License","Blue Dragon Canna Inc","Medium Mixed-Light Tier 1","12/31/2018","04/30/2019","Active","California City - Kern County",
"TAL18-0013358","Temporary Cannabis Cultivation License","CCC Project Holdings 2, LLC","Small Indoor","12/31/2018","04/30/2019","Active","Desert Hot Springs - Riverside County",
"TAL18-0013151","Temporary Cannabis Cultivation License","Humgrown Farms, LLC","Small Outdoor","12/31/2018","04/30/2019","Active","Humboldt County",
"TML18-0013034","Temporary Cannabis Cultivation License","Castlerock Family Farms II","Small Outdoor","12/31/2018","04/30/2019","Active","Buellton - Santa Barbara County",
"TML18-0013029","Temporary Cannabis Cultivation License","Premier Full Spectrum Inc","Small Indoor","12/31/2018","04/30/2019","Active","Long Beach - Los Angeles County",
"TAL18-0017473","Temporary Cannabis Cultivation License","Crane City Nursery, LLC","Medium Indoor","12/31/2018","04/30/2019","Active","Oakland - Alameda County",
"TAL18-0012135","Temporary Cannabis Cultivation License","Dyerville Farms","Specialty Cottage Mixed-Light Tier 1","12/31/2018","04/30/2019","Active","Eureka - Humboldt County",
"TML18-0012027","Temporary Cannabis Cultivation License","White Light Farms","Small Outdoor","12/31/2018","04/30/2019","Active","Goleta - Santa Barbara County",
"TML18-0011964","Temporary Cannabis Cultivation License","White Light Farms","Small Outdoor","12/31/2018","04/30/2019","Active","Goleta - Santa Barbara County",
"TAL18-0017503","Temporary Cannabis Cultivation License","GSG Pac Highway, Inc.","Small Indoor","12/31/2018","04/30/2019","Active","San Diego - San Diego County",
"TML18-0011572","Temporary Cannabis Cultivation License","White Light Farms","Small Outdoor","12/31/2018","04/30/2019","Active","Goleta - Santa Barbara County",
"TAL18-0016987","Temporary Cannabis Cultivation License","DDL-TALA, LLC","Medium Indoor","12/31/2018","04/30/2019","Active","Los Angeles - Los Angeles County",
"TML18-0011571","Temporary Cannabis Cultivation License","White Light Farms","Small Outdoor","12/31/2018","04/30/2019","Active","Goleta - Santa Barbara County",
"TML18-0011569","Temporary Cannabis Cultivation License","White Light Farms","Small Outdoor","12/31/2018","04/30/2019","Active","Goleta - Santa Barbara County",
"TAL18-0016583","Temporary Cannabis Cultivation License","Core City Group, Inc.","Medium Indoor","12/31/2018","04/30/2019","Active","Los Angeles - Los Angeles County",
"TML18-0011565","Temporary Cannabis Cultivation License","White Light Farms","Small Outdoor","12/31/2018","04/30/2019","Active","Goleta - Santa Barbara County",
"TML18-0011564","Temporary Cannabis Cultivation License","White Light Farms","Small Outdoor","12/31/2018","04/30/2019","Active","Goleta - Santa Barbara County",
"TAL18-0016569","Temporary Cannabis Cultivation License","Royal Tree Cultivation LLC","Medium Mixed-Light Tier 2","12/31/2018","07/29/2019","Active","King City - Monterey County",
"TML18-0011563","Temporary Cannabis Cultivation License","White Light Farms","Small Outdoor","12/31/2018","04/30/2019","Active","Goleta - Santa Barbara County",
"TAL18-0010131","Temporary Cannabis Cultivation License","LEGALIZE IT INC","Medium Indoor","12/31/2018","04/30/2019","Active","Los Angeles - Los Angeles County",
"TAL18-0015421","Temporary Cannabis Cultivation License","Aaron Coppelson MD INC.","Medium Mixed-Light Tier 2","12/31/2018","04/30/2019","Active","Arvin - Kern County",
"TML18-0010108","Temporary Cannabis Cultivation License","California 162","Specialty Cottage Mixed-Light Tier 1","12/31/2018","07/29/2019","Active","Unincorporated - Mendocino County",
"TML18-0010101","Temporary Cannabis Cultivation License","LEGALIZE IT INC","Medium Indoor","12/31/2018","04/30/2019","Active","Los Angeles - Los Angeles County",
"TAL18-0015186","Temporary Cannabis Cultivation License","Adam Wolke","Medium Mixed-Light Tier 2","12/31/2018","04/30/2019","Active","Redding - Trinity County",
"TML18-0009981","Temporary Cannabis Cultivation License","Jolly Farms inc","Small Outdoor","12/31/2018","04/30/2019","Active","Maricopa - Santa Barbara County",
"TAL18-0009806","Temporary Cannabis Cultivation License","Dyerville Farms","Medium Outdoor","12/31/2018","04/30/2019","Active","Eureka - Humboldt County",
"TML18-0009650","Temporary Cannabis Cultivation License","GHC Ventures, LLC","Nursery","12/31/2018","04/30/2019","Active","Coachella - Riverside County",
"TAL18-0015182","Temporary Cannabis Cultivation License","SVRMC,LLC","Medium Indoor","12/31/2018","04/30/2019","Active","San Diego - San Diego County",
"TAL18-0015217","Temporary Cannabis Cultivation License","OPERATION Y, LLC","Small Mixed-Light Tier 1","12/31/2018","04/30/2019","Active","Unincorporated - Trinity County",
"TAL18-0013588","Temporary Cannabis Cultivation License","Willow Creek Organic Farm","Medium Outdoor","12/31/2018","04/30/2019","Active","Paso Robles - San Luis Obispo County",
"TML18-0017463","Temporary Cannabis Cultivation License","Hife, LLC","Nursery","12/31/2018","04/30/2019","Active","Grass Valley - Nevada County",
"TML18-0017109","Temporary Cannabis Cultivation License","Ceres Farm LLC","Small Mixed-Light Tier 1","12/31/2018","04/30/2019","Active","Carpinteria - Santa Barbara County",
"TML18-0009738","Temporary Cannabis Cultivation License","IndigoKidz","Specialty Mixed-Light Tier 1","12/31/2018","04/30/2019","Active","Grass Valley - Nevada County",
"TML18-0013350","Temporary Cannabis Cultivation License","CCFCO","Medium Indoor","12/31/2018","04/30/2019","Active","San Francisco - San Francisco County",
"TAL18-0016782","Temporary Cannabis Cultivation License","legacy nursery, llc","Nursery","12/31/2018","04/30/2019","Active","Modesto - Stanislaus County",
"TAL18-0009674","Temporary Cannabis Cultivation License","Keget Farms, Inc.","Small Mixed-Light Tier 2","12/31/2018","04/30/2019","Active","Unincorporated - Humboldt County",
"TAL18-0009153","Temporary Cannabis Cultivation License","Dogwood Industries","Small Mixed-Light Tier 1","12/31/2018","04/30/2019","Active","Ukiah - Mendocino County",
"TML18-0016874","Temporary Cannabis Cultivation License","Iron Angel II, LLC","Small Outdoor","12/31/2018","04/30/2019","Active","Buellton - Santa Barbara County",
"TAL18-0009041","Temporary Cannabis Cultivation License","Humboldt Natural Collective, Inc.","Small Mixed-Light Tier 1","12/31/2018","07/30/2019","Active","Unincorporated - Humboldt County",
"TML18-0016858","Temporary Cannabis Cultivation License","Iron Angel II, LLC","Small Outdoor","12/31/2018","04/30/2019","Active","Buellton - Santa Barbara County",
"TML18-0012130","Temporary Cannabis Cultivation License","Premium Ace Nursery","Medium Outdoor","12/31/2018","04/30/2019","Active","Unincorporated - Yolo County",
"TML18-0016980","Temporary Cannabis Cultivation License","Iron Angel II, LLC","Small Outdoor","12/31/2018","04/30/2019","Active","Buellton - Santa Barbara County",
"TML18-0016979","Temporary Cannabis Cultivation License","Iron Angel II, LLC","Small Outdoor","12/31/2018","04/30/2019","Active","Buellton - Santa Barbara County",
"TAL18-0008642","Temporary Cannabis Cultivation License","Old Mill Organics LLC","Small Mixed-Light Tier 1","12/31/2018","04/30/2019","Active","Unincorporated - Trinity County",
"TML18-0016978","Temporary Cannabis Cultivation License","Iron Angel II, LLC","Small Outdoor","12/31/2018","04/30/2019","Active","Buellton - Santa Barbara County",
"TAL18-0011605","Temporary Cannabis Cultivation License","Crisp Farms","Medium Outdoor","12/31/2018","04/30/2019","Active","Unincorporated - Humboldt County",
"TML18-0016977","Temporary Cannabis Cultivation License","Iron Angel II, LLC","Small Outdoor","12/31/2018","04/30/2019","Active","Buellton - Santa Barbara County",
"TAL18-0008586","Temporary Cannabis Cultivation License","Old Mill Organics LLC","Small Mixed-Light Tier 1","12/31/2018","04/30/2019","Active","Unincorporated - Trinity County",
